EXTERIOR,,INTERIOR,2011,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C54DJ593404,,J593404,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,655,752",,,"Sep 27, 2012",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSKG9C56DJ593405,,J593405,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,655,752",,,"Sep 27, 2012",550,,,,,,,,,,
A52 - Space Gray Metallic,,NCH4 - Palladium/Black Novillo Leather,,WBSKG9C58DJ593406,,J593406,"MSRP.1,ZPP.3,2MK,302,494,6FL,6NF,6NR,655",,,"Sep 27, 2012",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C5XDJ593407,,J593407,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,655,752",,,"Sep 27, 2012",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C51DJ593408,,J593408,"MSRP.1,ZCP,ZPP.3,2MK,302,494,5AC,6FL,6NF,6NR,655,752",,,"Sep 27, 2012",,,,,,,,,,,
A96 - Mineral White Metallic,,NCH2 - Fox Red Novillo Leather,,WBSKG9C53DJ593409,,J593409,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,752",,,"Sep 27, 2012",,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,,WBSKG9C5XDJ593410,,J593410,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Sep 27, 2012",550,,,,,,,,,,
A96 - Mineral White Metallic,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C51DJ593411,,J593411,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,752",,,"Sep 27, 2012",,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C53DJ593412,,J593412,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Sep 27, 2012",550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSKG9C55DJ593413,,J593413,"MSRP.1,ZPP.3,2MK,2MT.1,302,6FL,655,752",,,"Sep 27, 2012",,,,,,,,,,,
A96 - Mineral White Metallic,,NDH2 - Fox Red Extended Leather,,WBSKG9C57DJ593414,,J593414,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,655",,,"Sep 27, 2012",1100,,,,,,,,,,
A96 - Mineral White Metallic,,NCSW - Black Novillo Leather,,WBSKG9C59DJ593415,,J593415,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,09-28-2012,,,,,,,,,,,
A96 - Mineral White Metallic,,NCSW - Black Novillo Leather,,WBSKG9C50DJ593416,,J593416,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Sep 28, 2012",,,,,,,,,,,
A96 - Mineral White Metallic,,NCH4 - Palladium/Black Novillo Leather,,WBSKG9C52DJ593417,,J593417,"MSRP.1,ZPP.3,2MK,2MT.1,302,6FL,655,752",,,"Sep 28, 2012",,,,,,,,,,,
A96 - Mineral White Metallic,,NDSW - Black Extended Novillo Leather,,WBSKG9C54DJ593418,,J593418,"MSRP.1,ZCP,ZPP.3,2MK,302,494,5AC,6FL,6NF,6NR,655,752",,,"Sep 28, 2012",1100,,,,,,,,,,
300 - Alpine White,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C56DJ593419,,J593419,"MSRP.1,ZCP,ZPP.3,2MK,302,6FL,752",,,"Sep 28, 2012",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C52DJ593420,,J593420,"MSRP.1,ZCP,ZPP.2,2MK,302,6FL,6NF,6NR,655,752",,,"Sep 28, 2012",,,,,,,,,,,
A96 - Mineral White Metallic,,NDSW - Black Extended Novillo Leather,,WBSKG9C54DJ593421,,J593421,"MSRP.1,ZCP,ZPP.3,2MK,302,403,494,6FL,6NF,6NR,752",,,09-28-2012,1100,,,,,,,,,,
A96 - Mineral White Metallic,,NCSW - Black Novillo Leather,,WBSKG9C56DJ593422,,J593422,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,"Sep 28, 2012",,,,,,,,,,,
A96 - Mineral White Metallic,,NCSW - Black Novillo Leather,,WBSKG9C58DJ593423,,J593423,"MSRP.1,ZCP,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Sep 28, 2012",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSKG9C5XDJ593424,,J593424,"MSRP.1,ZCW,ZPP.3,302,403,6FL,752",,,"Sep 28, 2012",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,,WBSKG9C51DJ593425,,J593425,"MSRP.1,ZPP.3,2MK,2MT.1,302,403,6FL,6NF,6NR,655",,,"Sep 28, 2012",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSKG9C53DJ593426,,J593426,"MSRP.1,ZCP,ZCW,ZPP.2,302,403,6FL,6NF,6NR,655,752",,,09-28-2012,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,,WBSKG9C55DJ593427,,J593427,"MSRP.1,ZCW,ZPP.3,2MK,2MT.1,302,403,6FL,655,752",,,"Sep 28, 2012",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSKG9C57DJ593428,,J593428,"MSRP.1,ZPP.3,2MK,302,494,6FL,655",,,"Sep 28, 2012",550,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,,WBSKG9C59DJ593429,,J593429,"MSRP.1,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Sep 28, 2012",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSKG9C55DJ593430,,J593430,"MSRP.1,ZCP,ZPP.2,2MK,302,403,494,6FL,6NF,6NR,655,752",,,"Sep 28, 2012",,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,,WBSKG9C57DJ593431,,J593431,"MSRP.1,ZCP,ZPP.3,2MK,302,494,5AC,6FL,6NF,6NR,655,752",,,09-28-2012,550,,,,,,,,,,
A52 - Space Gray Metallic,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C59DJ593432,,J593432,"MSRP.1,ZCP,302,322,4MX,507,609,6FL,6NF,6NR",,,"Sep 28, 2012",550,,,,,,,,,,
A96 - Mineral White Metallic,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C50DJ593433,,J593433,"MSRP.1,ZCP,2MK,302,507,609,6FL,771",,,"Sep 29, 2012",,,,,,,,,,,
A52 - Space Gray Metallic,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C52DJ593434,,J593434,"MSRP.1,ZCP,ZPP.3,2MK,302,5AC,6FL,752",,,"Sep 29, 2012",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C54DJ593435,,J593435,"MSRP.1,ZCP,302,494,4MY,507,609,6FL,6NF,6NR",,,"Sep 29, 2012",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSKG9C56DJ593436,,J593436,"MSRP.1,ZCP,ZPP.2,302,403,494,6FL,752",,,"Sep 29, 2012",550,,,,,,,,,,
A96 - Mineral White Metallic,,NCH3 - Beige Novillo Leather,,WBSKG9C58DJ593437,,J593437,"MSRP.1,2MK,2MT.1,302,322,4MZ,507,609,6FL",,,09-29-2012,950,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSKG9C5XDJ593438,,J593438,"MSRP.1,ZCP,ZPP.3,2MK,302,494,5AC,6FL,6NF,6NR,655,752",,,"Sep 29, 2012",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C51DJ593439,,J593439,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,655,752",,,"Sep 29, 2012",,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,,WBSKG9C58DJ593440,,J593440,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,"Sep 29, 2012",1100,,,,,,,,,,
668 - Jet Black,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C5XDJ593441,,J593441,"MSRP.1,ZCP,ZPP.3,302,403,494,6FL",,,"Sep 29, 2012",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C51DJ593442,,J593442,"MSRP.1,ZCP,ZPP.3,2MK,302,403,6FL,6NF,6NR,655,752",,,"Sep 29, 2012",,,,,,,,,,,
W93 - Frozen Brilliant White Metallic,,NCSW - Black Novillo Leather,,WBSKG9C53DJ593443,,J593443,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,655,752",,,10-08-2012,,,,,,,,,,,
U91 - Frozen Black ,,Z1XX - Unknown Upholstery Code,,WBSKG9C55DJ593444,,J593444,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 8, 2012",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C57DJ593445,,J593445,"MSRP.1,ZCP,ZPP.3,302,403,494,6FL,655",,,"Oct 1, 2012",550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSKG9C59DJ593446,,J593446,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 1, 2012",,,,,,,,,,,
300 - Alpine White,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C50DJ593447,,J593447,"MSRP.1,ZCW,ZPP.3,2MK,2MT.1,302,6FL,6NF,6NR,752",,,"Oct 1, 2012",,,,,,,,,,,
A96 - Mineral White Metallic,,NCSW - Black Novillo Leather,,WBSKG9C52DJ593448,,J593448,"MSRP.1,ZCP,ZPP.3,2MK,302,5AC,6FL,655",,,10-01-2012,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDH3 - Beige Novillo Extended Leather,,WBSKG9C54DJ593449,,J593449,"MSRP.1,ZPP.2,302,494,6FL,6NF,6NR",,,"Oct 2, 2012",550/1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - Silver Novillo Leather,,WBSKG9C50DJ593450,,J593450,"MSRP.1,ZPP.1,2MT.1,302,494,6FL,655,752",,,"Oct 4, 2012",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C52DJ593451,,J593451,"MSRP.1,ZCP,ZPP.3,302,494,5AC,6FL,6NF,6NR",,,"Oct 4, 2012",,,,,,,,,,,
300 - Alpine White,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C54DJ593452,,J593452,"MSRP.1,ZCP,302,507,6FL,771",,,"Oct 4, 2012",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C56DJ593453,,J593453,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,655,752",,,"Oct 4, 2012",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH4 - Palladium/Black Novillo Leather,,WBSKG9C58DJ593454,,J593454,"MSRP.1,ZCP,ZPP.1,2MK,302,6FL,6NF,6NR,655,752",,,10-05-2012,$550.00,,,,,,,,,,
300 - Alpine White,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C5XDJ593455,,J593455,"MSRP.1,ZCP,ZPP.3,2MK,302,6FL",,,"Oct 4, 2012",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,,WBSKG9C51DJ593456,,J593456,"MSRP.1,ZCP,ZPP.2,2MK,302,494,6FL",,,"Oct 4, 2012",$550.00,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,,WBSKG9C53DJ593457,,J593457,"MSRP.1,ZCP,302,4MX,507,6FL",,,"Oct 5, 2012",$950.00,,,,,,,,,,
A52 - Space Gray Metallic,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C55DJ593458,,J593458,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,403,6FL,6NF,6NR,655,752",,,"Oct 5, 2012",$550.00,,,,,,,,,,
A52 - Space Gray Metallic,,NDSW - Black Extended Novillo Leather,,WBSKG9C57DJ593459,,J593459,"MSRP.1,ZCP,ZPP.3,302,403,494,6FL,6NF,6NR,655,752",,,"Oct 6, 2012",550/1100,,,,,,,,,,
A52 - Space Gray Metallic,,NDSW - Black Extended Novillo Leather,,WBSKG9C53DJ593460,,J593460,"MSRP.1,ZCW,ZPP.1,2MK,302,5AC,6FL,6NF,6NR,752",,,"Oct 6, 2012",550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH1 - Silver Novillo Leather,,WBSKG9C55DJ593461,,J593461,"MSRP.1,ZCW,ZPP.3,2MT.1,302,6FL,6NF,6NR,655,752",,,"Oct 6, 2012",$550.00,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C57DJ593462,,J593462,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,"Oct 6, 2012",,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - Fox Red Novillo Leather,,WBSKG9C59DJ593463,,J593463,"MSRP.1,ZCP,302,494,4MY,507,609,6FL",,,"Oct 6, 2012",550/950,,,,,,,,,,
U91 - Frozen Black ,,NDSW - Black Extended Novillo Leather,,WBSKG9C50DJ593464,,J593464,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,10-13-2012,"$1,100.00",salvage,,,,,,,,,
W91 - Ind. Frozen Blue Met.,,Z1XX - Unknown Upholstery Code,,WBSKG9C52DJ593465,,J593465,"MSRP.1,ZCP,ZPP.3,302,6FL",,,"Oct 12, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C54DJ593466,,J593466,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 12, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C56DJ593467,,J593467,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 13, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C58DJ593468,,J593468,"MSRP.1,LRPE,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,752",,,"Oct 12, 2012","$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C5XDJ593469,,J593469,"MSRP.1,LRPE,ZCP,ZPP.3,2MK,302,494,6FL",,,"Oct 12, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C56DJ593470,,J593470,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,302,6FL,6NF,6NR,655,752",,,"Oct 12, 2012","$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C58DJ593471,,J593471,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,302,5AC,6FL,6NF,6NR,655,752",,,10-15-2012,"$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C5XDJ593472,,J593472,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,6FL,655,752",,,"Oct 16, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C51DJ593473,,J593473,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655",,,"Oct 16, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C53DJ593474,,J593474,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 15, 2012","$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C55DJ593475,,J593475,"MSRP.1,LRPE,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,752",,,"Oct 16, 2012","$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C57DJ593476,,J593476,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 16, 2012","$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C59DJ593477,,J593477,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 16, 2012","$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C50DJ593478,,J593478,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,302,6FL,6NF,6NR,752",,,"Oct 16, 2012","$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C52DJ593479,,J593479,"MSRP.1,LRPE,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,655",,,"Oct 16, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C59DJ593480,,J593480,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,302,6FL,6NF,6NR,655,752",,,10-17-2012,,,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C50DJ593481,,J593481,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,"Oct 17, 2012","$1,100.00",,,,,,,,,,
U94 - Fire Orange 2,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C52DJ593482,,J593482,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,302,6FL,6NF,6NR,655,752",,,"Oct 17, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C54DJ593483,,J593483,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,302,6FL,6NF,6NR,655,752",,,10-17-2012,,,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C56DJ593484,,J593484,"MSRP.1,LRPE,ZCP,ZPP.3,2MK,302,494,6FL,655,752",,,10-16-2012,,,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C58DJ593485,,J593485,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 18, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C5XDJ593486,,J593486,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,"Oct 19, 2012",1100,,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C51DJ593487,,J593487,"MSRP.1,LRPE,ZCP,ZPP.3,2MK,302,494,6FL,655,752",,,"Oct 18, 2012",1100,,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C53DJ593488,,J593488,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,"Oct 18, 2012",1100,,,,,,,,,,
U94 - Fire Orange 2,,NCSW - Black Novillo Leather,,WBSKG9C55DJ593489,,J593489,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 18, 2012",,,,,,,,,,,
U94 - Fire Orange 2,,NDSW - Black Extended Novillo Leather,,WBSKG9C51DJ593490,,J593490,"MSRP.1,LRPE,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,"Oct 19, 2012",1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSKG9C53DJ593491,,J593491,"MSRP.1,ZCP,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 8, 2012",,,,,,,,,,,
A96 - Mineral White Metallic,,NCH2 - Fox Red Novillo Leather,,WBSKG9C55DJ593492,,J593492,"MSRP.1,ZCP,ZPP.3,302,494,6FL,6NF,6NR,752",,,"Oct 8, 2012",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSKG9C57DJ593493,,J593493,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 8, 2012",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH5 - Fox Red/Black Novillo Leather,,WBSKG9C59DJ593494,,J593494,"MSRP.1,ZCP,ZCW,ZPP.3,302,6FL,6NF,6NR,655,752",,,"Oct 8, 2012",550,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,,WBSKG9C50DJ593495,,J593495,"MSRP.1,ZCP,ZCW,ZPP.3,302,6FL,6NF,6NR",,,"Oct 9, 2012",,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,,WBSKG9C52DJ593496,,J593496,"MSRP.1,ZPP.3,2MK,302,6FL,655,752",,,"Oct 9, 2012",550,,,,,,,,,,
A96 - Mineral White Metallic,,NDH2 - Fox Red Extended Leather,,WBSKG9C54DJ593497,,J593497,"MSRP.1,ZCP,ZPP.3,2MK,302,494,6FL,6NF,6NR,655,752",,,"Oct 9, 2012",1100,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSKG9C56DJ593498,,J593498,"MSRP.1,ZCP,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,752",,,"Oct 9, 2012",,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,,WBSKG9C58DJ593499,,J593499,"MSRP.1,ZPP.3,302,403,494,6FL,6NF,6NR,752",,,10-9-2012,1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,,WBSKG9C50DJ593500,,J593500,"MSRP.1,ZCW,ZPP.2,2MT.1,302,403,6FL,655,752",,,"Oct 10, 2012",550/1100,,,,,,,,,,
A96 - Mineral White Metallic,,NCH2 - Fox Red Novillo Leather,,WBSKG9C52DJ593501,,J593501,"MSRP.1,ZCP,ZPP.3,2MK,302,6FL,6NF,6NR,655",,,"Oct 10, 2012",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSKG9C54DJ593502,,J593502,"MSRP.1,ZPP.3,2MK,302,494,6FL",,,10-10-2012,,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,,WBSKG9C56DJ593503,,J593503,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,655,752",,,"Oct 10, 2012",1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,,WBSKG9C58DJ593504,,J593504,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,5AC,6FL,6NF,6NR,752",,,"Oct 10, 2012",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,,WBSKG9C5XDJ593505,,J593505,"MSRP.1,ZCW,2MK,2MT.1,302,322,403,415,4MY,507,609,6FL,6NF,6NR,655,752",,,"Oct 11, 2012",550/950,,CAN,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,,WBSKG9C51DJ593506,,J593506,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 11, 2012",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C53DJ593507,,J593507,"MSRP.1,2MK,302,322,403,4MY,507,6FL,655",,,"Oct 12, 2012",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSKG9C55DJ593508,,J593508,"MSRP.1,ZCW,ZPP.3,2MK,302,6FL,655",,,"Oct 12, 2012",550,,,,,,,,,,
A96 - Mineral White Metallic,,NCSW - Black Novillo Leather,,WBSKG9C57DJ593509,,J593509,"MSRP.1,ZPP.3,2MT.1,302,6FL,752",,,"Oct 15, 2012",,,,,,,,,,,
300 - Alpine White,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C53DJ593510,,J593510,"MSRP.1,ZCP,2MK,302,415,4MY,507,609,6FL,6NF,6NR",,,"Oct 13, 2012",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,,WBSKG9C55DJ593511,,J593511,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,403,6FL,655,752",,,"Oct 13, 2012",550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSKG9C57DJ593512,,J593512,"MSRP.1,ZCP,ZCW,ZPP.3,302,6FL",,,"Oct 13, 2012",550,,,,,,,,,,
U96 - Speed Yellow,,NCSW - Black Novillo Leather,,WBSKG9C59DJ593513,,J593513,"MSRP.1,IND,ZCP,302,322,494,4MY,507,6FL",,,"Oct 19, 2012",950,,,,,,,,,,
W07 - Frozen Silver Metallic,,Z1XX - Unknown Upholstery Code,,WBSKG9C50DJ593514,,J593514,"MSRP.1,IND,ZCP,ZCW,ZPP.3,403,655,752",,,"Oct 22, 2012",,,,,,,,,,,
U91 - Frozen Black ,,Z1XX - Unknown Upholstery Code,,WBSKG9C52DJ593515,,J593515,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,6NF,6NR,655,752",,,"Oct 23, 2012",,,,,,,,,,,
B05 - Monte Carlo Blue,,NDH3 - Beige Novillo Extended Leather,,WBSKG9C54DJ593516,,J593516,"MSRP.1,IND,ZCP,ZCW,ZPP.2,2MK,302,403,6FL,6NF,6NR,752",,,"Oct 24, 2012",1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSKG9C56DJ593517,,J593517,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,302,6FL,655,752",,,"Oct 15, 2012",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,,WBSKG9C58DJ593518,,J593518,"MSRP.1,ZCP,ZCW,ZPP.3,302,6FL,6NF,6NR,655,752",,,"Oct 15, 2012",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,GEAT - Anthracite/Black Cloth & Leather,,WBSKG9C5XDJ593519,,J593519,"MSRP.1,ZCP,2MK,302,322,494,4MY,507,609,6FL,6NF,6NR",,,"Oct 16, 2012",550,,,,,,,,,,
