EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C56BE698871,C56,E69887,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,417,655,6NR,752",,"$70,050.00",,,,"Otto's MINI / 
BMW of Bloomfield",,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C58BE698872,C58,E69887,"MSRP,ZCP,ZCV,ZCW,ZP2.3,326,1CC,2MK,403,417,5AC,655,6NR,752",,"$74,550.00",,300,Total Loss,BMW Mt. Kisco,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C5XBE698873,C5X,E69887,"MSRP,ZCP,ZCV,ZCW,ZP2.3,326,1CC,2MK,403,417,5AC,655,6NR,752",,"$74,550.00",,300,,BMW & Mini of Sterling,,,,,,,
A29 - SIlverstone II,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C51BE698874,C51,E69887,"MSRP,ZCP,ZCV,ZP2.3,1CC,655,6NR,752",,"$69,325.00",,550/300,,Fields BMW South Orlando,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE698875,C53,E69887,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,6NR,752",,"$73,125.00",,550,,BMW Mini of San Francisco,,,,,,,
381 - Le Mans Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C55BE698876,C55,E69887,"MSRP,ZCW,1CC,403,4MX",,"$61,175.00",,550,,Audi Volkswagen Pittsfield - Berkshire BMW,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C57BE698877,C57,E69887,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,417,465,494,5AC,6NR,752",,"$74,725.00",,550/300,,,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C59BE698878,C59,E69887,"MSRP,ZCV,ZCW,1CC,223,2MK,4MY,639,6NR,752",,"$70,775.00",,550/950,,BMW of Tulsa,,,,,,,
381 - Le Mans Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C50BE698879,C50,E69887,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,5AC,655,6NR,752",,"$73,175.00",,550,,Passport BMW,,,,,,,
"X04 - Moonstone | $5,000.00",,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE698880,C57,E69888,"MSRP,IND,ZCP,ZCV,ZP2.3,1CC,2MK,465,494,6NR",,"$76,050.00",,950,,Steve Thomas BMW,,,,,,https://github.com/Sman19/OriginalMonroney/blob/aa1ef4d2cf2ec6093211a6453740b8e3b348b560/WBSPM9C57BE698880%20-%202011%20sedan%20Window%20Sticker%2010.50x16.50%20.pdf,https://github.com/Sman19/2011-M3-Sedan-Invoices/blob/83d96268a676f248f804cfb4867ae4437e9e7e1e/WBSPM9C57B%20E698880.pdf
A52 - Space Gray Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C59BE698881,C59,E69888,"MSRP,ZCV,ZP2.1,1CC",,"$64,025.00",,550,,BMW of Greensboro,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE698882,C50,E69888,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,6NR,752",,"$69,125.00",,,,BMW of San Francisco,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698883,C52,E69888,"MSRP,ZCV,ZCW,ZP2.3,1CC,223,655,6NR,752",,"$68,525.00",,550,,Tom Bush BMW of Orange Park,,,,,,,
A52 - Space Gray Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C54BE698884,C54,E69888,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,494,6NR,752",,"$72,375.00",,550/300,,,,,,,,,
381 - Le Mans Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C56BE698885,C56,E69888,"MSRP,ZCP,ZCV,ZCW,1CC,2MK,771",,"$67,925.00",,550,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C58BE698886,C58,E69888,"MSRP,ZCP,1CC,2MK,4MZ,494",,"$65,975.00",,550/950,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698887,C5X,E69888,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,2MK,752",,"$72,325.00",,550,,Chapman BMW Chandler,,,,,,,
300 - Alpine White,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C51BE698888,C51,E69888,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,417,5AC.655,6NR,752",,"$70,800.00",,1100,,Mossy BMW of Vista,,,,,,,
A75 - Melbourne Red Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C53BE698889,C53,E69888,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,655,6NR,752",,"$71,925.00",,550,,BMW of Pembroke Pines,,,,,,,
A75 - Melbourne Red Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C5XBE698890,C5X,E69889,"MSRP,ZCP,ZCV,ZP2.3,1CC,465,494",,"$68,600.00",,550/1100,,Competition BMW,,,,,,,
A52 - Space Gray Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C51BE698891,C51,E69889,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,5AC.655,6NR,752",,"$69,975.00",,550/300,,,,,,,,,
A75 - Melbourne Red Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C53BE698892,C53,E69889,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,403,417,6NR,752",,"$72,400.00",,550/1100,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE698893,C55,E69889,"MSRP,1CC,302,403,639,771,6FL",,"$61,625.00",,950,,BMW of the Woodlands,,,,,,,
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C57BE698894,C57,E69889,"MSRP,1CC,2MK,2MT",,"$62,225.00",,,,BMW of Arlington Porsche of Arlington,,,,,,,
A30 - Interologos Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C59BE698895,C59,E69889,"MSRP,1CC,771",,"$58,625.00",,550,,BMW of Ramsey/Prestige BMW,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C50BE698896,C50,E69889,"MSRP,ZCP,ZCV,ZP2.1,1CC,2MK,403,465,655,6NR",,"$71,000.00",,,,BMW of Roseville,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698897,C52,E69889,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,326,403,6NR",,"$71,725.00",,550,TOTAL LOSS,,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C54BE698898,C54,E69889,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,417,655,6NR,752",,"$74,300.00",,300,TOTAL LOSS,BMW & Mini of Sterling,,,,,,,
A73 - Jerez Black Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C56BE698899,C56,E69889,"MSRP,ZCP,2P2.1,1CC,403,494",,"$62,975.00",,550/300,,Lou Bachrodt Auto Mall,,,,,,,
A52 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698900,C59,E69890,"MSRP,ZCV,ZP2.3,1CC,2MK,403,417,465,494,5AC,6NR,752",,"$71,925.00",,550,,,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C50BE698901,C50,E69890,"MSRP,ZCP,1CC,4MY,639",,"$63,075.00",,"1,250",,Community Volkswagen/Santa Maria BMW,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698902,C52,E69890,"MSRP,ZCP,ZCV,ZP2.1,1CC,2MK,403,655,6NR,752",,"$72,975.00",,550,,BMW of Sherman Oaks,,,,,,,
A29 - SIlverstone II,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C54BE698903,C54,E69890,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,655,752",,"$70,875.00",,550/1100,,BMW of Manhattan,,,,,,,
A30 - Interologos Blue Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C56BE698904,C56,E69890,"MSRP,ZCV,ZCW,ZP2.3,1CC,403,417,5AC,655,752",,"$69,150.00",,550,,Park Ave BMW,,,,,,,
381 - Le Mans Blue Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C58BE698905,C58,E69890,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,417,5AC,655,752",,"$75,650.00",,550/1100,,BMW-Mini of South Atlanta,,,,,,,
A52 - Space Gray Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C5XBE698906,C5X,E69890,"MSRP,ZP2.3,1CC,2MT,6FL",,"$62,775.00",,550,,Community Volkswagen/Santa Maria BMW,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698907,C51,E69890,"MSRP,ZCW,1CC,507,4MY,655",,"$61,805.00",,550/950,,,,,,,,,
668 - Jet Black,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C53BE698908,C53,E69890,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,655,752",,"$72,975.00",,300,,Sandia BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE698909,C55,E69890,"MSRP,ZCP,ZCV,ZP2.3,1CC,403,655,6NR",,"$67,625.00",,,TOTAL LOSS/FRIED,BMW of San Diego,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698910,C51,E69891,"MSRP,ZCP,ZCV,ZP2.3,1CC,403,494,6NR",,"$67,775.00",,,,Weatherford BMW,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C53BE698911,C53,E69891,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,403,417,6NR,752",,"$70,750.00",,,,,,,,,,,
A52 - Space Gray Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C55BE698912,C55,E69891,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403",,"$71,475.00",,550,,BMW of Fremont,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE698913,C57,E69891,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,2MK,403,655,6NR,752",,"$73,975.00",,550,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698914,C59,E69891,"MSRP,ZCV,ZCW,ZP2.3,1CC,223,2MK,2MT,403,417,655,752",,"$74,050.00",,550,CANADA,CANADA,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE698915,C50,E69891,"MSRP,ZCP,ZCW,ZCV,1CC,403,4MY,639,655",,"$67,675.00",,550,,BMW of Bridgeport,,,,,,,
A29 - SIlverstone II,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C52BE698916,C52,E69891,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,403,417,6NR,752",,"$72,400.00",,550/1100,,,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C54BE698917,C54,E69891,"MSRP,ZCP,ZCV,ZP2.3,1CC,403,417,465,494,752",,"$71,025.00",,550,,Steve Thomas BMW,,,,,,,
300 - Alpine White,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C56BE698918,C56,E69891,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,6NR,752",,"$74,150.00",,1100,,BMW Of Salem,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE698919,C58,E69891,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,403,655,752",,"$70,825.00",,550,,Motor Werks BMW,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C54BE698920,C54,E69892,"MSRP,ZCP,ZCV,1CC,771,639",,"$65,175.00",,950,,BMW MINI of San Francisco,,,,,,,
A52 - Space Gray Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C56BE698921,C56,E69892,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,465,494",,"$70,700.00",,550/300,,Motor Werks BMW,,,,,,,
300 - Alpine White,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C58BE698922,C58,E69892,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,417,494,655,6NR,752",,"$73,550.00",,1100,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698923,C5X,E69892,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,403,5AC,655,6NR,752",,"$70,775.00",,,,BMW of Sherman Oaks,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698924,C51,E69892,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,752",,"$71,825.00",,,TOTAL LOSS,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE698925,C53,E69892,"MSRP,ZCW,ZCV,ZP2.3,1CC,2MK,2MT,403,494,6NR,752",,"$72,325.00",,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE698926,C55,E69892,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,6NR",,"$70,675.00",,,,BMW of Honolulu,,,,,,,
A52 - Space Gray Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C57BE698927,C57,E69892,"MSRP,ZCP,ZCV,ZP2.3,1CC,494,6NR,752",,"$70,275.00",,"550/1,100",,Peter Pan BMW,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698928,C59,E69892,"MSRP,ZCP,ZCV,ZCW,ZP2.2,1CC,2MK,403,6NR,752",,"$73,625.00",,550,,,,,,,,,
A30 - Interologos Blue Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C50BE698929,C50,E69892,"MSRP,ZCV,1CC,2MK,771,6FL",,"$64,825.00",,550,,"Quality Imports, Inc.",,,,,,,
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C57BE698930,C57,E69893,"MSRP,1CC",,"$58,075.00",,,TOTAL LOSS,BMW of Silver Spring,,,,,,,
668 - Jet Black,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C59BE698931,C59,E69893,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,403,417,655,6NR,688",,"$70,850.00",,550/1100,CANADA,CANADA,,,,,,,
A73 - Jerez Black Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C50BE698932,C50,E69893,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,417,655,6NR,752",,"$75,650.00",,"550/1,100",TOTAL LOSS,,,,,,,,
A29 -  Silverstone Metallic ,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C52BE698933,C52,E69893,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,417,465,494,5AC,655,6NR,752",,"$75,875.00",,550/1100,,,,,,,,,
A73 - Jerez Black Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C54BE698934,C54,E69893,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,6NR,752",,"$73,925.00",,550/300,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE698935,C56,E69893,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,6NR,752",,"$73,625.00",,550,,Taylor BMW,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C58BE698936,C58,E69893,"MSRP,ZCP,1CC,302,326,4MX,494,639,6FL",,"$63,675.00",,550,,JMK BMW & Saab,,,,,,,
A52 - Space Gray Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C5XBE698937,C5X,E69893,"MSRP,ZCV,ZP2.3,1CC,223,2MK,403,417,6NR",,"$70,100.00",,550/300,TOTAL LOSS,BMW of Mountain View,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698938,C51,E69893,"MSRP,ZCP,ZCV,ZP2.3,1CC,403,465,6NR,752",,"$69,650.00",,,,Northwest BMW,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C53BE698939,C53,E69893,"MSRP,ZCW,ZCV,ZP2.1,1CC,2MK,2MT,403,655",,"$70,875.00",,550/300,,Advantage BMW Midtown,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698940,C5X,E69894,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,6NR,752",,"$73,625.00",,$550.00,,"GERMANY, DE E.D.?/Military",,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698941,C51,E69894,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,655,6NR,752",,"$72,925.00",,,,Nick Alexander Imports,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE698942,C53,E69894,"MSRP,1CC,2MK,2MT,403,465,4MY,507,639,6FL",,"$67,280.00",,550/950,,Weatherford BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE698943,C55,E69894,"MSRP,ZCP,1CC,2MK,403,465,507,4MY,639,6FL",,"$67,980.00",,950,,BMW of Honolulu,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE698944,C57,E69894,"MSRP,ZCP,ZCV,1CC,403,465,752,XE8",,"$67,850.00",,"XE8-$1,080/950",TOTAL LOSS,Shelly BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE698945,C59,E69894,"MSRP,ZCP,ZP2.1,1CC,2MK,302,609,6NR,752",,"$71,175.00",,550,,"Bremerhaven, Germany E.D.?/Military",,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE698946,C50,E69894,"MSRP,ZCP,ZCV,ZP2.2,1CC,2MK,403,465,494,5AC,655,6NR,752",,"$74,200.00",,550,,,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C52BE698947,C52,E69894,"MSRP,ZCP,ZCV,ZCW,ZP2.2,1CC,2MK,403,6NR,752",,"$73,075.00",,,,"Autohaus Karl + Co. GmbH & Co. KG , Mainz",,,,,,,
A30 - Interologos Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C54BE698948,C54,E69894,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,6NR,752",,"$73,425.00",,550/300,,BMW MINI of San Francisco,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE698949,C56,E69894,"MSRP,ZCP,ZP2.3,1CC,2MK,465,6FL",,"$66,850.00",,,EURO DELIVERY,Niederlassung München MINI München BMW AG,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698950,C52,E69895,"MSRP,ZCV,ZP2.3,1CC,2MK,2MT,403,494,655,6NR,752",,"$71,675.00",,,,,,,,,,,
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C54BE698951,C54,E69895,"MSRP,1CC,4MY,609,639,655,6FL",,"$62,175.00",,,,Irvine BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE698952,C56,E69895,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,655,6NR,752",,"$73,425.00",,,,BMW of Peoria,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C58BE698953,C58,E69895,"MSRP,ZCP,ZCW,ZP2.3,1CC,2MK",,"$67,825.00",,550/300,,"AH Rhein Würzburg Zw.-Nl. der AH Heermann u. Rhein GmbH , Würzburg",,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698954,C5X,E69895,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,655,6NR,752",,"$73,400.00",,,,BMW of Fremont,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698955,C51,E69895,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,655,6NR",,"$71,025.00",,,,"
Advantage BMW Midtown",,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE698956,C53,E69895,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,655,6NR,752",,"$73,975.00",,550,,BMW Fresno,,,,,,,
A52 - Space Gray Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C55BE698957,C55,E69895,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,655,6NR,752",,"$74,275.00",,550/300,TOTAL LOSS,Sam Swope Auto Group LLC,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE698958,C57,E69895,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,655,6NR,752",,"$73,975.00",,550,,Laurel BMW of Westmont,,,,,,,
668 - Jet Black,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C59BE698959,C59,E69895,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,655,6NR,752",,"$73,725.00",,300,,Pacific BMW,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C55BE698960,C55,E69896,"MSRP,ZCP,ZP2.3,1CC,2MK,403,465,494,609,655,6FL,6NR,752",,"$73,000.00",,,TOTAL LOSS,Global Imports BMW,,,,,,,
A75 - Melbourne Red Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE698961,C57,E69896,"MSRP,ZCW,ZCV,ZP2.3,1CC,2MK,403,6NR,752",,"$71,125.00",,550,,Tomkinson Autoland BMW,,,,,,,
A30 - Interologos Blue Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C59BE698962,C59,E69896,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,752",,"$70,525.00",,550/1100,,Flemington BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE698963,C50,E69896,"MSRP,ZCP,ZP2.3,1CC,2MK,403,465,609,655,6FL,6NR,752",,"$72,500.00",,,,Fields BMW Lakeland,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE698964,C52,E69896,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,6NR,752",,"$73,600.00",,550,,Sharpe BMW-MINI,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C54BE698965,C54,E69896,"MSRP,ZCP,ZCV,ZP2.1,1CC,2MK,494,655,752",,"$72,175.00",,550,,BMW of Greensboro,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE698966,C56,E69896,"MSRP,ZCP.,ZP2.1,1CC,609,6FL",,"$63,625.00",,550,,Morristown BMW,,,,,,,
A52 - Space Gray Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C58BE698967,C58,E69896,"MSRP,ZCW,ZCV,ZP2.2,1CC,223,2MK,403,417,655,6NR,752",,"$73,050.00",,550,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698968,C5X,E69896,"MSRP,ZCP,ZCW,ZCV,ZP2.1,1CC,2MK,6NR,752",,"$72,575.00",,550,Military,"AH Rhein Würzburg Zw.-Nl. der AH Heermann u. Rhein GmbH , Würzburg",,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698969,C51,E69896,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,2MK,403,417,655,6NR,752",,"$74,550.00",,550,,BMW of Columbus,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE698970,C58,E69897,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,655,6NR,752",,"$73,425.00",,,,South Bay BMW MINI,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE698971,C5X,E69897,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,2MK,6NR,752",,"$72,575.00",,550,,"AH Rhein Würzburg Zw.-Nl. der AH Heermann u. Rhein GmbH , Würzburg",,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE698972,C51,E69897,"MSRP,ZCP,ZCW,ZCV,ZP2.2,1CC,2MK,752",,"$72,325.00",,550,,Steve Thomas BMW,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C53BE698973,C53,E69897,"MSRP,ZCW,ZCV,ZP2.1,1CC,2MK,6NR",,"$68,175.00",,550,,"Service Zentrum Regensburg BMW AG, Regensburg",,,,,,,
,,,2011,WBSPM9C55BE698974,C55,E69897,1CC,,"$2,175.00",,,,,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE698975,C57,E69897,"MSRP,ZCV,ZCP,ZP2.3,1CC,403,417,465,655,752",,"$70,875.00",,550,,Braman Cadillac(BMW OF COCUNUT CREEK),,,,,,,
ZP2 Change,,ZP2 Change,2011,ZP2 Change,,,1CC,,"$2,175.00",,,,,,,,,,,
668 - Jet Black,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C59BE698976,C59,E69897,"MSRP,ZCV,ZCP,ZCW,ZP3.3,1CC,2MK,403,655,6NR",,"$71,825.00",,300,,Devon Hill BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE698977,C50,E69897,"MSRP,ZCV,ZCP,ZCW,ZP3.3,1CC,2MK,403,6NR,752",,"$73,625.00",,550,,,,,,,,,
