EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93538E215426,,E215426,"MSRP.3,ZCW,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$67,270.00",04-14-2008,550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E215427,,E215427,"MSRP.3,ZPP.2,ZTP,2MT.1,417,465,494,6FL,655,752",,"$67,820.00",04-14-2008,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93578E215428,,E215428,"MSRP.3,ZPP.2,2MT.1,322,403,465,494,507,609,6FL,655,752",,"$68,045.00",04-14-2008,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215429,,E215429,"MSRP.3,ZPP.2,403,494",,"$59,925.00",04-14-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93558E215430,,E215430,"MSRP.3,ZPP.3,ZTP,2MT.1,507,655",,"$63,770.00",04-14-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215431,,E215431,"MSRP.3,ZCW,ZPP.3,ZTP,417,507,6FL,653,655,752",,"$66,795.00",04-14-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93598E215432,,E215432,"MSRP.3,ZPP.2,ZTP,6FL,653,655,752",,"$64,870.00",04-14-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93508E215433,,E215433,"MSRP.3,2MT.1,494,507,609,6FL,655,771",,"$62,020.00",04-14-2008,950,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93528E215434,,E215434,"MSRP.3,ZPP.3,ZTP,465,6FL,655,752",,"$64,995.00",04-15-2008,550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E215435,,E215435,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00",04-15-2008,1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215436,,E215436,"MSRP.3,ZTP,4MY,655",,"$61,770.00",04-15-2008,550/950,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215437,,E215437,"MSRP.3,ZCW,ZPP.3,ZTP,507,6FL,655,752",,"$65,870.00",04-15-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215438,,E215438,"MSRP.3,ZPP.2,ZTP,403,417,494,507,6FL,655,752",,"$66,995.00",04-15-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93518E215439,,E215439,"MSRP.3,ZTP,4MY,655",,"$61,770.00",04-15-2008,550/950,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E215440,,E215440,"MSRP.3,ZPP.1,ZTP,2MT.1,403,417,465,494,6FL,655,752",,"$69,420.00",04-15-2008,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215441,,E215441,"MSRP.3,ZPP.3,ZTP,494,6FL,653,655,752",,"$65,370.00",04-15-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215442,,E215442,"MSRP.3,ZPP.3,ZTP,2MT.1,507,752",,"$65,075.00",04-15-2008,550,,,,,,,,,,
668 - Jet Black,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E215443,,E215443,"MSRP.3,ZPP.3,ZTP,403,465,494,507,5AC,6FL,6NF,655,752",,"$67,845.00",04-15-2008,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93558E215444,,E215444,"MSRP.3,ZPP.1,ZTP,403,465,494,6FL,655,752",,"$66,545.00",04-15-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93578E215445,,E215445,"MSRP.3,ZPP.3,ZTP,403,417,465,494,6FL,655",,"$64,670.00",04-15-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215446,,E215446,"MSRP.3,ZPP.3,ZTP,403,494,6FL,653,655,752",,"$66,420.00",04-15-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93508E215447,,E215447,"MSRP.3,ZPP.3,ZTP,403,494,507,6FL,655,752",,"$66,420.00",04-15-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93528E215448,,E215448,"MSRP.3,ZPP.3,ZTP,403,6FL,655",,"$63,670.00",04-15-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93548E215449,,E215449,"MSRP.3,ZPP.3,ZTP,403,494,6FL,655,752",,"$66,070.00",04-15-2008,550,https://bringatrailer.com/listing/2008-bmw-m3-sedan-44/,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93508E215450,,E215450,"MSRP.3,ZPP.3,ZTP,403,494,6FL,655",,"$63,620.00",04-15-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215451,,E215451,"MSRP.3,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,752",,"$68,975.00",05-07-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93548E215452,,E215452,"MSRP.3,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,752",,"$68,975.00",05-07-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E215453,,E215453,"MSRP.3,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,655,752",,"$70,670.00",05-08-2008,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93588E215454,,E215454,"MSRP.3,ZCW,ZPP.1,ZTP,2MK,2MT.1,302,5AC,752",,"$68,725.00",05-08-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E215455,,E215455,"MSRP.3,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,655,752",,"$70,670.00",05-09-2008,550/1100,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E215456,,E215456,"MSRP.3,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,655,752",,"$70,670.00",05-09-2008,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93538E215457,,E215457,"MSRP.3,ZCW,ZPP.2,ZTP,403,507,6FL,653,655,752",,"$66,720.00",04-15-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93558E215458,,E215458,"MSRP.3,ZCW,ZPP.3,2MT.1,6FL,655",,"$61,020.00",04-15-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93578E215459,,E215459,"MSRP.3,ZPP.1,ZTP,417,6FL,6NF,653,752",,"$65,000.00",04-15-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93538E215460,,E215460,"MSRP.3,ZPP.3,ZTP,403,507,655",,"$63,620.00",04-15-2008,550,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93558E215461,,E215461,"MSRP.3,ZCW,ZPP.1,403,609,6FL",,"$62,375.00",04-15-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93578E215462,,E215462,"MSRP.3,ZPP.2,2MT.1,322,403,494,609,752",,"$64,575.00",04-16-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93598E215463,,E215463,"MSRP.3,ZPP.3,ZTP,403,494,6FL,655",,"$63,620.00",04-16-2008,,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E215464,,E215464,"MSRP.3,ZPP.2,ZTP,403,494,507,6FL,655,752",,"$66,970.00",04-16-2008,1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E215465,,E215465,"MSRP.3,ZPP.3,ZTP,2MT.1,403,494,507,6FL,655,752",,"$68,720.00",04-16-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93548E215466,,E215466,"MSRP.3,ZCW,ZPP.3,403,507,609,655,752",,"$64,820.00",04-16-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E215467,,E215467,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,045.00",04-16-2008,550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E215468,,E215468,"MSRP.3,ZPP.2,ZTP,2MT.1,403,465,507,6FL,653,655,752",,"$68,495.00",04-16-2008,1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215469,,E215469,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,507,6FL,653,655,752",,"$68,470.00",04-16-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215470,,E215470,"MSRP.3,ZCW,ZPP.3,ZTP,403,417,507,6FL,655,752",,"$67,495.00",04-16-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215471,,E215471,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,752",,"$68,100.00",04-16-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E215472,,E215472,"MSRP.3,ZPP.3,ZTP,403,417,507,6FL,653,655,752",,"$67,945.00",04-16-2008,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93518E215473,,E215473,"MSRP.3,ZPP.1,ZTP,403,494,655,752",,"$65,120.00",04-16-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93538E215474,,E215474,"MSRP.3,ZCW,ZPP.3,ZTP,403,417,507,6FL,655,752",,"$66,945.00",04-16-2008,,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93558E215475,,E215475,"MSRP.3,ZPP.3,ZTP,403,494,6FL,655,752",,"$66,070.00",04-16-2008,550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93578E215476,,E215476,"MSRP.3,ZPP.3,ZTP,403,494,507,6FL,655,752",,"$67,520.00",04-16-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93598E215477,,E215477,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL",,"$64,725.00",04-16-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93508E215478,,E215478,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,495.00",04-16-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93528E215479,,E215479,"MSRP.3,ZCW,ZPP.1,ZTP,403,6FL,655",,"$64,670.00",04-16-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93598E215480,,E215480,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,145.00",04-16-2008,550/1100,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93508E215481,,E215481,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,6FL,653,655,752",,"$67,070.00",04-16-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215482,,E215482,"MSRP.3,ZCW,ZPP.3,ZTP,507,6FL,655",,"$63,970.00",04-16-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93548E215483,,E215483,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$67,220.00",04-16-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93568E215484,,E215484,"MSRP.3,ZPP.3,2MT.1,403,6FL,655",,"$61,070.00",04-16-2008,,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93588E215485,,E215485,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,655",,"$63,870.00",04-16-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA935X8E215486,,E215486,"MSRP.3,ZCW,ZTP,4MY,655",,"$62,770.00",04-16-2008,550/950,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93518E215487,,E215487,"MSRP.3,ZCW,ZPP.3,ZTP,6FL,653,655,752",,"$65,870.00",04-16-2008,550,,,,,,,,,,
668 - Jet Black,,NCH1 - Silver Novillo Leather,2008,WBSVA93538E215488,,E215488,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,655",,"$63,870.00",04-17-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E215489,,E215489,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,145.00",04-17-2008,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93518E215490,,E215490,"MSRP.3,ZCW,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$66,720.00",04-17-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93538E215491,,E215491,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,6FL,653,655,752",,"$69,220.00",04-17-2008,550/1100,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93558E215492,,E215492,"MSRP.3,ZCW,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$67,270.00",04-17-2008,550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E215493,,E215493,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00",04-17-2008,1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93598E215494,,E215494,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,6FL,655,752",,"$68,870.00",04-17-2008,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93508E215495,,E215495,"MSRP.3,ZCW,ZPP.2,ZTP,403,507,6FL,655",,"$65,020.00",04-17-2008,550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93528E215496,,E215496,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,145.00",04-17-2008,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93548E215497,,E215497,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,507,6FL,653,655,752",,"$67,920.00",04-17-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93568E215498,,E215498,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655",,"$64,120.00",04-17-2008,,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93588E215499,,E215499,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$66,020.00",04-17-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215500,,E215500,"MSRP.3,ZCW,ZPP.1,ZTP,403,6FL,655,752",,"$66,570.00",04-17-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215501,,E215501,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$66,570.00",04-17-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93548E215502,,E215502,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655,752",,"$66,020.00",04-17-2008,,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93568E215503,,E215503,"MSRP.3,ZCW,ZPP.1,ZTP,403,507,6FL,655,752",,"$66,370.00",04-17-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93588E215504,,E215504,"MSRP.3,ZCW,ZPP.3,ZTP,403,507,6FL,655,752",,"$66,920.00",04-17-2008,550,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2008,WBSVA935X8E215505,,E215505,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$68,670.00",04-17-2008,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93518E215506,,E215506,"MSRP.3,ZCW,ZPP.1,2MT.1,302,322,403,609,6FL,752",,"$66,425.00",04-17-2008,550,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,2008,WBSVA93538E215507,,E215507,"MSRP.3,ZCW,ZPP.3,ZTP,403,417,507,6FL,752",,"$66,350.00",04-17-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93558E215508,,E215508,"MSRP.3,ZCW,ZPP.3,ZTP,403,417,507,6FL,653,655,752",,"$67,845.00",04-17-2008,550,,,,,,,,,,
,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93578E215509,,E215509,"MSRP.3,ZCW,ZPP.3,223",,"$59,825.00",04-17-2008,,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93538E215510,,E215510,"MSRP.3,ZCW,ZPP.2,403,507,6FL",,"$61,175.00",04-17-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93558E215511,,E215511,"MSRP.3,ZPP.3,2MT.1,403,494,6FL,655",,"$61,570.00",04-17-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA93578E215512,,E215512,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$67,770.00",04-18-2008,550,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,2008,WBSVA93598E215513,,E215513,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655",,"$66,595.00",04-18-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2008,WBSVA93508E215514,,E215514,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,655,752",,"$69,795.00",04-18-2008,550/1100,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215515,,E215515,"MSRP.3,ZCW,ZPP.3,302,322,403,417,507,609,6FL,655,752",,"$66,745.00",04-18-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93548E215516,,E215516,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,653,655",,"$65,820.00",04-18-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93568E215517,,E215517,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,655",,"$64,870.00",04-18-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93588E215518,,E215518,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$66,770.00",04-18-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2008,WBSVA935X8E215519,,E215519,"MSRP.3,ZPP.2,2MT.1,223,6FL",,"$60,975.00",04-18-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215520,,E215520,"MSRP.3,ZCW,ZPP.1,6FL",,"$59,775.00",04-18-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSVA93588E215521,,E215521,"MSRP.3,494,4MY,6FL,655",,"$58,470.00",04-18-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA935X8E215522,,E215522,"MSRP.3,ZPP.1,223,653",,"$59,725.00",04-18-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93518E215523,,E215523,"MSRP.3,ZPP.3,494,507,653",,"$59,575.00",04-18-2008,550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,2008,WBSVA93538E215524,,E215524,"MSRP.3,ZPP.2,223,6FL,655",,"$60,370.00",04-18-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93558E215525,,E215525,"MSRP.3,ZPP.3,ZTP,494,6FL,655",,"$63,120.00",04-18-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2008,WBSVA93578E215526,,E215526,"MSRP.3,ZPP.3,ZTP,494,6FL,653,655,752",,"$64,820.00",04-19-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2008,WBSVA93598E215527,,E215527,"MSRP.3,ZCW,ZPP.2,403,6FL,655",,"$60,870.00",04-19-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,2008,WBSVA93508E215528,,E215528,"MSRP.3,ZPP.3,403,6FL",,"$60,925.00",04-19-2008,550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2008,WBSVA93528E215529,,E215529,"MSRP.3,ZCW,ZPP.3,ZTP,403,6FL,655",,"$64,670.00",04-19-2008,550,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93598E215530,,E215530,"MSRP.3,ZPP.3,494,507,609,6FL,653",,"$62,075.00",04-19-2008,550,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93508E215531,,E215531,"MSRP.3,ZPP.3,ZTP,2MT.1,6FL,655,752",,"$65,170.00",04-19-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93528E215532,,E215532,"MSRP.3,ZCW,ZPP.1,403,609,653",,"$62,875.00",04-19-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2008,WBSVA93548E215533,,E215533,"MSRP.3,ZCW,ZPP.1,403,609,653",,"$62,875.00",04-19-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93568E215534,,E215534,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,752",,"$67,175.00",04-19-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSVA93588E215535,,E215535,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,752",,"$68,100.00",04-19-2008,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E215536,,E215536,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,6FL,655,752",,"$68,870.00",04-19-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E215537,,E215537,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,752",,"$68,425.00",04-19-2008,1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E215538,,E215538,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$70,145.00",04-21-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NDH3 - Beige Novillo Extended Leather,2008,WBSVA93558E215539,,E215539,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$69,595.00",04-21-2008,1100,,,,,,,,,,
A22 - Sparkling Graphite Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E215540,,E215540,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$67,870.00",04-21-2008,550/1100,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E215541,,E215541,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,"$68,670.00",04-21-2008,1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E215542,,E215542,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$68,670.00",04-21-2008,1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E215543,,E215543,"MSRP.3,ZCW,ZPP.2,ZTP,2MT.1,403,507,6FL,655,752",,"$69,220.00",04-21-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E215544,,E215544,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$68,670.00",04-21-2008,1100,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,2008,WBSVA93508E215545,,E215545,"MSRP.3,ZPP.1,ZTP,2MT.1,403,417,494,507",,"$64,750.00",04-21-2008,,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2008,WBSVA93528E215546,,E215546,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,"$66,570.00",04-21-2008,,,,,,,,,,,
