EXTERIOR,Development code,INTERIOR,Year,VIN,,,,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F45108,,9F45108,2MK,,,"Dec 14, 2020",,USA,"BMW of Freeport, Freeport, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C06M9F45134,,9F45134,2MK,,,"Dec 14, 2020",,USA,"BMW of Alexandria, Alexandria, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C0XM9F45153,,9F45153,2MK,,,"Dec 14, 2020",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C00M9F46084,,9F46084,2MK,,,"Dec 14, 2020",,USA,"New Country BMW, Hartford, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F46108,,9F46108,2MK,,,"Dec 14, 2020",,USA,"New Century BMW, Alhambra, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C04M9F46153,,9F46153,2MK,,,"Dec 14, 2020",,USA,"BMW/MINI of Sterling, Sterling, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F46173,,9F46173,2MK,,,"Dec 14, 2020",,USA,"Beverly Hills BMW, Los Angeles, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F46199,,9F46199,2MK,,,"Dec 14, 2020",,USA,"Otto's BMW, West Chester, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F46218,,9F46218,2MK,,,"Dec 14, 2020",,USA,"BMW of Norwood, Norwood, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C09M9F46309,,9F46309,2MK,,,"Dec 14, 2020",,USA,"Motorwerks BMW, Bloomington, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C03M9F46337,,9F46337,2MK,,,"Dec 14, 2020",,USA,"Bobby Rahal BMW of South Hills, Canonsburg, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C08M9F46365,,9F46365,2MK,,,"Dec 14, 2020",,USA,"BMW of South Austin, Austin, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C05M9F46386,,9F46386,2MK,,,"Dec 14, 2020",,USA,"Melbourne BMW, Melbourne, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C06M9F46414,,9F46414,2MK,,,"Dec 14, 2020",,USA,"Herb Chambers BMW, Charlestown, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F46435,,9F46435,2MK,,,"Dec 14, 2020",,USA,"BMW of Rochester Hills, Shelby Township, US",,,,,,,,
C3G - Toronto Red Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C03M9F46483,,9F46483,2MK,,,"Dec 15, 2020",,USA,"Roadshow BMW/MINI, Cordova, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F46515,,9F46515,2MK,,,"Dec 15, 2020",,USA,"BMW of Houston North, Houston, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F46570,,9F46570,2MK,,,"Dec 15, 2020",,USA,"Herb Chambers BMW, Charlestown, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C03M9F46600,,9F46600,2MK,,,"Dec 15, 2020",,USA,"BMW of Alexandria, Alexandria, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F46651,,9F46651,2MK,,,"Dec 15, 2020",,USA,"BMW of Raleigh, Raleigh, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F46698,,9F46698,2MK,,,"Dec 15, 2020",,USA,"BMW of Alexandria, Alexandria, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C01M9F46725,,9F46725,2MK,,,"Dec 15, 2020",,USA,"Towne BMW, Williamsville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C06M9F47742,,9F47742,2MK,,,"Dec 15, 2020",,USA,"Rick Hendrick BMW Charleston, Charleston, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C01M9F47762,,9F47762,2MK,,,"Dec 15, 2020",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F47787,,9F47787,2MK,,,"Dec 15, 2020",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C0XM9F47808,,9F47808,2MK,,,"Dec 15, 2020",,USA,"Gebhardt BMW, Boulder, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C04M9F47867,,9F47867,2MK,,,"Dec 15, 2020",,USA,"Classic BMW, Plano, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F47918,,9F47918,2MK,,,"Dec 15, 2020",,USA,"Erhard BMW of Bloomfield Hills, Bloomfield Hills, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C0XM9F47971,,9F47971,2MK,,,"Dec 15, 2020",,USA,"BMW of Santa Maria, Santa Maria, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F48057,,9F48057,2MK,,,"Dec 16, 2020",,USA,"Valley Auto World, Inc., Fayetteville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F48097,,9F48097,2MK,,,"Dec 16, 2020",,USA,"Fields BMW of Daytona, Daytona Beach, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F48252,,9F48252,2MK,,,"Dec 16, 2020",,USA,"BMW of Brooklyn, Brooklyn, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F50035,,9F50035,2MK,,,"Dec 17, 2020",,USA,"BMW of Brooklyn, Brooklyn, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F50067,,9F50067,2MK,,,"Dec 17, 2020",,USA,"BMW of Gainesville, Gainesville, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F50151,,9F50151,2MK,,,"Dec 17, 2020",,USA,"Chapman BMW, Chandler, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C0XM9F50286,,9F50286,2MK,,,"Dec 17, 2020",,USA,"Long Beach BMW, Signal Hill, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F50360,,9F50360,2MK,,,"Dec 17, 2020",,USA,"BMW Concord, Concord, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F50443,,9F50443,2MK,,,"Dec 17, 2020",,USA,"BMW of Morristown, Morristown, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C03M9F50517,,9F50517,2MK,,,"Dec 17, 2020",,USA,"Sandia BMW/MINI, Albuquerque, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C06M9F50589,,9F50589,2MK,,,"Dec 17, 2020",,USA,"BMW Tucson, Tucson, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C02M9F50640,,9F50640,2MK,,,"Dec 17, 2020",,USA,"BMW of the Main Line, Bala Cynwyd, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C02M9F52047,,9F52047,2MK,,,"Dec 17, 2020",,USA,"BMW of Morristown, Morristown, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F52090,,9F52090,2MK,,,"Dec 18, 2020",,USA,"Perillo BMW, Inc., Chicago, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C05M9F52124,,9F52124,2MK,,,"Dec 18, 2020",,USA,"Chapman BMW, Chandler, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C0XM9F52250,,9F52250,2MK,,,"Dec 18, 2020",,USA,"BMW of Shrewsbury, Shrewsbury, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F52292,,9F52292,2MK,,,"Dec 18, 2020",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F52529,,9F52529,2MK,,,"Dec 18, 2020",,USA,"McKenna BMW, Norwalk, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F52568,,9F52568,2MK,,,"Dec 18, 2020",,USA,"Weatherford BMW, Berkeley, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F52659,,9F52659,2MK,,,"Dec 18, 2020",,USA,"Arrowhead BMW, Glendale, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F52741,,9F52741,2MK,,,"Dec 18, 2020",,USA,"Irvine BMW, Irvine, US",,,,,,,,
C3G - Toronto Red Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C05M9F52821,,9F52821,2MK,,,"Dec 19, 2020",,USA,"Karl Knauz Motors, Lake Bluff, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F53770,,9F53770,2MK,,,"Dec 19, 2020",,USA,"BMW of Sudbury, Sudbury, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F53985,,9F53985,2MK,,,"Dec 20, 2020",,USA,"BMW of Buena Park, Buena Park, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C08M9F54028,,9F54028,2MK,,,"Dec 21, 2020",,USA,"BMW of Las Vegas, Las Vegas, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F54064,,9F54064,2MK,,,"Dec 21, 2020",,USA,"BMW of Morristown, Morristown, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C06M9F54108,,9F54108,2MK,,,"Dec 21, 2020",,USA,"BMW of Morristown, Morristown, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C06M9F54139,,9F54139,2MK,,,"Dec 21, 2020",,USA,"Rallye BMW, Westbury, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C00M9F54170,,9F54170,2MK,,,"Dec 21, 2020",,USA,"BMW of Buena Park, Buena Park, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F54215,,9F54215,2MK,,,"Dec 21, 2020",,USA,"Habberstad BMW, Huntington Station, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C09M9F54281,,9F54281,2MK,,,"Dec 21, 2020",,USA,"BMW of Sudbury, Sudbury, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F54371,,9F54371,2MK,,,"Dec 21, 2020",,USA,"Weatherford BMW, Berkeley, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F54513,,9F54513,2MK,,,"Dec 21, 2020",,USA,"McKenna BMW, Norwalk, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F55518,,9F55518,2MK,,,"Dec 21, 2020",,USA,"Chapman BMW, Chandler, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F55563,,9F55563,2MK,,,"Dec 21, 2020",,USA,"Erhard BMW of Bloomfield Hills, Bloomfield Hills, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C07M9F55607,,9F55607,2MK,,,"Dec 22, 2020",,USA,"*Closed 3-Jan-23* BMW of Oyster Bay, Oyster Bay, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C0XM9F55648,,9F55648,2MK,,,"Dec 22, 2020",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
300 - Alpine White,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C02M9F55823,,9F55823,2MK,,,"Dec 22, 2020",,USA,"BMW of The Woodlands, The Woodlands, US",,,,,,,,
C3G - Toronto Red Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C01M9F55893,,9F55893,2MK,,,"Dec 22, 2020",,USA,"BMW of Gwinnett Place, Duluth, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F55963,,9F55963,2MK,,,"Dec 22, 2020",,USA,"BMW of Myrtle Beach, Myrtle Beach, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F56031,,9F56031,2MK,,,"Dec 22, 2020",,USA,"Nevada Auto Auction, Las Vegas, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F56070,,9F56070,2MK,,,"Dec 22, 2020",,USA,"South Bay BMW, Torrance, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F57280,,9F57280,2MK,,,"Dec 22, 2020",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C04M9F57315,,9F57315,2MK,,,"Dec 22, 2020",,USA,"BMW of Pittsburgh, Pittsburgh, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F57458,,9F57458,2MK,,,"Dec 23, 2020",,USA,"Crown BMW, Greensboro, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C04M9F57623,,9F57623,2MK,,,"Jan 12, 2021",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F57694,,9F57694,2MK,,,"Jan 12, 2021",,USA,"Elite BMW, Ottawa, CA",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C04M9F57735,,9F57735,2MK,,,"Jan 12, 2021",,USA,"Open Road BMW, Edison, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C02M9F57765,,9F57765,2MK,,,"Jan 12, 2021",,USA,"Roadshow BMW/MINI, Cordova, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F57894,,9F57894,2MK,,,"Jan 13, 2021",,USA,"Brian Jessel BMW, Vancouver, CA",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C0XM9F57934,,9F57934,2MK,,,"Jan 13, 2021",,USA,"BMW of Bowling Green, Bowling Green, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAOQ - Oyster Vernasca Leather,,5YMTS0C0XM9F59182,,9F59182,2MK,,,"Jan 13, 2021",,USA,"Circle BMW, Eatontown, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F59303,,9F59303,2MK,,,"Jan 13, 2021",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F59498,,9F59498,2MK,,,"Jan 13, 2021",,USA,"BMW of West St. Louis, Manchester, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C05M9F59722,,9F59722,2MK,,,"Jan 14, 2021",,USA,"BMW of Reading, Reading, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F59753,,9F59753,2MK,,,"Jan 14, 2021",,USA,"BMW of Reading, Reading, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F59793,,9F59793,2MK,,,"Jan 14, 2021",,USA,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F61012,,9F61012,2MK,,,"Jan 14, 2021",,USA,"BMW of Denver Downtown, Denver, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C02M9F61038,,9F61038,2MK,,,"Jan 14, 2021",,USA,"BMW of Ocala, Ocala, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C04M9F61073,,9F61073,2MK,,,"Jan 14, 2021",,USA,"BMW of Fort Walton Beach, Fort Walton Beach, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F61207,,9F61207,2MK,,,"Jan 14, 2021",,USA,"Orange County BMW, Harriman, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F61250,,9F61250,2MK,,,"Jan 15, 2021",,USA,"BMW of Orland Park, Orland Park, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F61462,,9F61462,2MK,,,"Jan 15, 2021",,USA,"BMW Brossard, Brossard, CA",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F61527,,9F61527,2MK,,,"Jan 15, 2021",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C04M9F61557,,9F61557,2MK,,,"Jan 15, 2021",,USA,"United BMW, Alpharetta, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C00M9F62978,,9F62978,2MK,,,"Jan 15, 2021",,USA,"BMW of Norwood, Norwood, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C01M9F63055,,9F63055,2MK,,,"Jan 15, 2021",,USA,"Princeton BMW, Hamilton, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C06M9F63231,,9F63231,2MK,,,"Jan 16, 2021",,USA,"Otto's BMW, West Chester, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C03M9F63333,,9F63333,2MK,,,"Jan 16, 2021",,USA,"Hendrick BMW, Charlotte, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C06M9F63391,,9F63391,2MK,,,"Jan 19, 2021",,USA,"BMW of Norwood, Norwood, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C03M9F63431,,9F63431,2MK,,,"Jan 19, 2021",,USA,"BMW of Westchester, White Plains, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F64818,,9F64818,2MK,,,"Jan 19, 2021",,USA,"United BMW, Alpharetta, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F64933,,9F64933,2MK,,,"Jan 19, 2021",,USA,"Bobby Rahal BMW of South Hills, Canonsburg, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F65005,,9F65005,2MK,,,"Jan 19, 2021",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F65197,,9F65197,2MK,,,"Jan 20, 2021",,USA,"Irvine BMW, Irvine, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C07M9F65280,,9F65280,2MK,,,"Jan 20, 2021",,USA,"BMW of Santa Maria, Santa Maria, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F66303,,9F66303,2MK,,,"Jan 20, 2021",,USA,"Georgian BMW, Barrie, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C08M9F66440,,9F66440,2MK,,,"Jan 20, 2021",,USA,"Habberstad BMW, Huntington Station, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F66481,,9F66481,2MK,,,"Jan 20, 2021",,USA,"BMW St. John's, St. John's, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C03M9F66524,,9F66524,2MK,,,"Jan 20, 2021",,USA,"Princeton BMW, Hamilton, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C00M9F66741,,9F66741,2MK,,,"Jan 21, 2021",,USA,"BMW of Fort Lauderdale, Fort Lauderdale, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F66808,,9F66808,2MK,,,"Jan 21, 2021",,USA,"Pacific BMW, Glendale, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C03M9F68192,,9F68192,2MK,,,"Jan 21, 2021",,USA,"BMW of Fort Lauderdale, Fort Lauderdale, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F68294,,9F68294,2MK,,,"Jan 21, 2021",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F68385,,9F68385,2MK,,,"Jan 21, 2021",,USA,"BMW of Houston Midtown, Houston, US",,,,,,,,
,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F68457,,9F68457,2MK,,,"Jan 21, 2021",,USA,"Valley BMW, Modesto, US",,,,,,,,
,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F68558,,9F68558,2MK,,,"Jan 21, 2021",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F68600,,9F68600,2MK,,,"Jan 21, 2021",,USA,"Weatherford BMW, Berkeley, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C03M9F68709,,9F68709,2MK,,,"Jan 22, 2021",,USA,"Tulley BMW, Nashua, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C04M9F68735,,9F68735,2MK,,,"Jan 22, 2021",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F70187,,9F70187,2MK,,,"Jan 22, 2021",,USA,"BMW of Towson, Towson, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F70229,,9F70229,2MK,,,"Jan 22, 2021",,USA,"BMW Concord, Concord, US",,,,,,,,
C3G - Toronto Red Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C04M9F70324,,9F70324,2MK,,,"Jan 24, 2021",,USA,"Richmond BMW, Richmond, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F70367,,9F70367,2MK,,,"Jan 22, 2021",,USA,"BMW of Newport, Middletown, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C02M9F70547,,9F70547,2MK,,,"Jan 22, 2021",,USA,"BMW of Alexandria, Alexandria, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F70589,,9F70589,2MK,,,"Jan 22, 2021",,USA,"United BMW, Alpharetta, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F71631,,9F71631,2MK,,,"Jan 23, 2021",,USA,"Union Park BMW, Wilmington, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C04M9F71716,,9F71716,2MK,,,"Jan 24, 2021",,USA,"Stevens Creek BMW, Santa Clara, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F71792,,9F71792,2MK,,,"Jan 24, 2021",,USA,"BMW of San Rafael, San Rafael, US",,,,,,,,
