EXTERIOR,Development code,INTERIOR,Year,VIN,,,,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B17548,,9B17548,2MK,,,"Oct 18, 2019",,USA,"Habberstad BMW, Huntington Station, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C09L9B17587,,9B17587,2MK,,,"Oct 18, 2019",,USA,"Hendrick BMW, Charlotte, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C08L9B17595,,9B17595,2MK,,,"Oct 18, 2019",,USA,"Motorwerks BMW, Bloomington, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C06L9B17613,,9B17613,2MK,,,"Oct 18, 2019",,USA,"BMW of Morristown, Morristown, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C05L9B17621,,9B17621,2MK,,,"Oct 18, 2019",,USA,"West German BMW, Fort Washington, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B17662,,9B17662,2MK,,,"Oct 18, 2019",,USA,"Arrowhead BMW, Glendale, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B17720,,9B17720,2MK,,,"Oct 18, 2019",,USA,"BMW of Austin, Austin, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B17752,,9B17752,2MK,,,"Oct 18, 2019",,USA,"Open Road BMW, Edison, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C02L9B17768,,9B17768,2MK,,,"Oct 18, 2019",,USA,"D-Patrick Motoplex, Evansville, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B17800,,9B17800,2MK,,,"Oct 18, 2019",,USA,"BMW of Bowling Green, Bowling Green, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C06L9B17823,,9B17823,2MK,,,"Oct 18, 2019",,USA,"BMW of Brooklyn, Brooklyn, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C0XL9B17873,,9B17873,2MK,,,"Oct 18, 2019",,USA,"Autogermana, Inc., Hato Rey, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C01L9B17938,,9B17938,2MK,,,"Oct 18, 2019",,USA,"Irvine BMW, Irvine, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C08L9B18004,,9B18004,2MK,,,"Oct 18, 2019",,USA,"BMW of Warwick, Warwick, US",,,,,,,,
300 - Alpine White,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C00L9B18112,,9B18112,2MK,,,"Oct 19, 2019",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C05L9B18137,,9B18137,2MK,,,"Oct 19, 2019",,USA,"BMW of Towson, Towson, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B18171,,9B18171,2MK,,,"Oct 19, 2019",,USA,"BMW of Las Vegas, Las Vegas, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C02L9B18211,,9B18211,2MK,,,"Oct 19, 2019",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C04L9B18243,,9B18243,2MK,,,"Oct 19, 2019",,USA,"Erhard BMW of Bloomfield Hills, Bloomfield Hills, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B18259,,9B18259,2MK,,,"Oct 19, 2019",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C06L9B18325,,9B18325,2MK,,,"Oct 19, 2019",,USA,"BMW of the Hudson Valley, Poughkeepsie, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C05L9B18333,,9B18333,2MK,,,"Oct 19, 2019",,USA,"BMW of Rochester Hills, Shelby Township, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B18358,,9B18358,2MK,,,"Oct 19, 2019",,USA,"BMW of Roxbury, Kenvil, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C06L9B18390,,9B18390,2MK,,,"Oct 19, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C09L9B18447,,9B18447,2MK,,,"Oct 19, 2019",,USA,"BMW of Gainesville, Gainesville, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C07L9B18463,,9B18463,2MK,,,"Oct 19, 2019",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C06L9B18471,,9B18471,2MK,,,"Oct 19, 2019",,USA,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B18496,,9B18496,2MK,,,"Oct 19, 2019",,USA,"Herb Chambers BMW, Charlestown, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B18504,,9B18504,2MK,,,"Oct 19, 2019",,USA,"BMW of Tigard, Tigard, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C04L9B18520,,9B18520,2MK,,,"Oct 19, 2019",,USA,"Classic BMW, Plano, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C08L9B18536,,9B18536,2MK,,,"Oct 19, 2019",,USA,"Atlanta Auto Auction/Manheim Greer, Red Oak, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C06L9B18552,,9B18552,2MK,,,"Oct 19, 2019",,USA,"BMW of West Houston, Houston, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C00L9B20362,,9B20362,2MK,,,"Oct 19, 2019",,USA,"BMW of Tuscaloosa, Tuscaloosa, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B20370,,9B20370,2MK,,,"Oct 19, 2019",,USA,"Erhard BMW of Farmington Hills, Farmington Hills, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C02L9B20394,,9B20394,2MK,,,"Oct 20, 2019",,USA,"BMW of West Houston, Houston, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B20402,,9B20402,2MK,,,"Oct 20, 2019",,USA,"BMW of Fort Wayne, Fort Wayne, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B20418,,9B20418,2MK,,,"Oct 20, 2019",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C00L9B20426,,9B20426,2MK,,,"Oct 20, 2019",,USA,"BMW of Fort Lauderdale, Fort Lauderdale, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B20434,,9B20434,2MK,,,"Oct 20, 2019",,USA,"Momentum BMW/MINI, Houston, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B20450,,9B20450,2MK,,,"Oct 20, 2019",,USA,"Laurel BMW of Westmont, Westmont, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C01L9B20466,,9B20466,2MK,,,"Oct 20, 2019",,USA,"BMW of Chattanooga, Chattanooga, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B20474,,9B20474,2MK,,,"Oct 20, 2019",,USA,"BMW of Delray Beach, Delray Beach, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C09L9B20490,,9B20490,2MK,,,"Oct 21, 2019",,USA,"New Country BMW, Hartford, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C09L9B20506,,9B20506,2MK,,,"Oct 21, 2019",,USA,"BMW of Las Vegas, Las Vegas, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B20514,,9B20514,2MK,,,"Oct 21, 2019",,USA,"Vista BMW, Coconut Creek, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C07L9B20522,,9B20522,2MK,,,"Oct 21, 2019",,USA,"BMW of Bridgewater, Bridgewater, US",,,,,,,,
,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B20538,,9B20538,2MK,,,"Oct 21, 2019",,USA,"BMW of Bridgewater, Bridgewater, US",,,,,,,,
,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C09L9B20554,,9B20554,2MK,,,"Oct 21, 2019",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B20562,,9B20562,2MK,,,"Oct 21, 2019",,USA,"BMW of Warwick, Warwick, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B20578,,9B20578,2MK,,,"Oct 21, 2019",,USA,"BMW of Oyster Bay, Oyster Bay, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B20586,,9B20586,2MK,,,"Oct 21, 2019",,USA,"Autogermana, Inc., Hato Rey, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C0XL9B20594,,9B20594,2MK,,,"Oct 21, 2019",,USA,"BMW of Grapevine, Grapevine, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C04L9B20610,,9B20610,2MK,,,"Oct 21, 2019",,USA,"BMW of Riverside, Riverside, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B20618,,9B20618,2MK,,,"Oct 21, 2019",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C07L9B20634,,9B20634,2MK,,,"Oct 21, 2019",,USA,"BMW of San Diego, San Diego, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B20650,,9B20650,2MK,,,"Oct 21, 2019",,USA,"Beverly Hills BMW, Los Angeles, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B20666,,9B20666,2MK,,,"Oct 21, 2019",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C08L9B20674,,9B20674,2MK,,,"Oct 21, 2019",,USA,"BMW of Tenafly, Tenafly, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C07L9B20682,,9B20682,2MK,,,"Oct 21, 2019",,USA,"BMW of Toledo, Toledo, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B20698,,9B20698,2MK,,,"Oct 21, 2019",,USA,"BMW of Sudbury, Sudbury, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B20714,,9B20714,2MK,,,"Oct 21, 2019",,USA,"Peterson BMW of Boise, Boise, US",,,,,,,,
300 - Alpine White,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C04L9B20722,,9B20722,2MK,,,"Oct 21, 2019",,USA,"BMW of Dallas/MINI of Dallas, Dallas, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B20738,,9B20738,2MK,,,"Oct 21, 2019",,USA,"BMW of Pharr, Pharr, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B20746,,9B20746,2MK,,,"Oct 21, 2019",,USA,"BMW of Stratham, Stratham, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B20778,,9B20778,2MK,,,"Oct 21, 2019",,USA,"BMW of Rockville, Rockville, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B20786,,9B20786,2MK,,,"Oct 21, 2019",,USA,"BMW of San Rafael, San Rafael, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C02L9B20802,,9B20802,2MK,,,"Oct 21, 2019",,USA,"BMW of Columbia, Columbia, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B20818,,9B20818,2MK,,,"Oct 21, 2019",,USA,"Flow BMW, Winston Salem, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B20826,,9B20826,2MK,,,"Oct 21, 2019",,USA,"BMW of Wilmington, Wilmington, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C04L9B20834,,9B20834,2MK,,,"Oct 21, 2019",,USA,"BMW of Owings Mills, Owings Mills, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C07L9B20858,,9B20858,2MK,,,"Oct 21, 2019",,USA,"BMW of Towson, Towson, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B20866,,9B20866,2MK,,,"Oct 21, 2019",,USA,"BMW of Tri-Cities, Richland, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B20890,,9B20890,2MK,,,"Oct 21, 2019",,USA,"Richmond BMW, Richmond, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B20922,,9B20922,2MK,,,"Oct 21, 2019",,USA,"BMW of Reading, Reading, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B21914,,9B21914,2MK,,,"Oct 21, 2019",,USA,"BMW of College Station, College Station, US",,,,,,,,
C3G - Toronto Red Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C09L9B21946,,9B21946,2MK,,,"Oct 21, 2019",,USA,"BMW of Crystal Lake, Crystal Lake, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B21962,,9B21962,2MK,,,"Oct 21, 2019",,USA,"BMW of Catonsville, Baltimore, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C00L9B21978,,9B21978,2MK,,,"Oct 21, 2019",,USA,"BMW of Fort Wayne, Fort Wayne, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B22026,,9B22026,2MK,,,"Oct 21, 2019",,USA,"BMW of Tenafly, Tenafly, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C03L9B22042,,9B22042,2MK,,,"Oct 22, 2019",,USA,"Pacific BMW, Glendale, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C00L9B22130,,9B22130,2MK,,,"Oct 22, 2019",,USA,"Pacific BMW, Glendale, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C05L9B22138,,9B22138,2MK,,,"Oct 22, 2019",,USA,"Pacific BMW, Glendale, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B22154,,9B22154,2MK,,,"Oct 22, 2019",,USA,"Laurel BMW of Westmont, Westmont, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B22178,,9B22178,2MK,,,"Oct 22, 2019",,USA,"BMW of Delray Beach, Delray Beach, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C05L9B22186,,9B22186,2MK,,,"Oct 22, 2019",,USA,"BMW Encinitas, Encinitas, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C04L9B22194,,9B22194,2MK,,,"Oct 22, 2019",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C3G - Toronto Red Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C09L9B22210,,9B22210,2MK,,,"Oct 22, 2019",,USA,"BMW OF NORTH AMERICA, Montvale, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C03L9B22218,,9B22218,2MK,,,"Oct 22, 2019",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C02L9B22226,,9B22226,2MK,,,"Oct 22, 2019",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C01L9B22234,,9B22234,2MK,,,"Oct 22, 2019",,USA,"West German BMW, Fort Washington, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C00L9B22242,,9B22242,2MK,,,"Oct 22, 2019",,USA,"BMW Fresno, Fresno, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C0XL9B22250,,9B22250,2MK,,,"Oct 22, 2019",,USA,"BMW of Ocala, Ocala, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C04L9B22258,,9B22258,2MK,,,"Oct 22, 2019",,USA,"BMW of Mountain View, Mountain View, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C02L9B22274,,9B22274,2MK,,,"Oct 22, 2019",,USA,"BMW of Williamsport, Muncy, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C01L9B22282,,9B22282,2MK,,,"Oct 22, 2019",,USA,"Valley Auto World, Inc., Fayetteville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C00L9B22290,,9B22290,2MK,,,"Oct 22, 2019",,USA,"BMW of The Woodlands, The Woodlands, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B22306,,9B22306,2MK,,,"Oct 22, 2019",,USA,"BMW of Owings Mills, Owings Mills, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B22314,,9B22314,2MK,,,"Oct 22, 2019",,USA,"Orange County BMW, Harriman, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C09L9B22322,,9B22322,2MK,,,"Oct 22, 2019",,USA,"BMW of Tri-Cities, Richland, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B22330,,9B22330,2MK,,,"Oct 22, 2019",,USA,"BMW of Barrington, Barrington, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C02L9B22338,,9B22338,2MK,,,"Oct 22, 2019",,USA,"East Bay BMW, Pleasanton, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B22354,,9B22354,2MK,,,"Oct 22, 2019",,USA,"BMW of Kansas City South, Kansas CIty, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B22362,,9B22362,2MK,,,"Oct 22, 2019",,USA,"Casey BMW, Newport News, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C03L9B22378,,9B22378,2MK,,,"Oct 22, 2019",,USA,"Elmhurst BMW, Elmhurst, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C01L9B22394,,9B22394,2MK,,,"Oct 22, 2019",,USA,"BMW of Salem, Salem, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C07L9B22402,,9B22402,2MK,,,"Oct 22, 2019",,USA,"BMW of Salem, Salem, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C00L9B22418,,9B22418,2MK,,,"Oct 22, 2019",,USA,"Winslow BMW of Colorado Springs, Colorado Springs, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B22426,,9B22426,2MK,,,"Oct 22, 2019",,USA,"BMW of El Paso, El Paso, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B22442,,9B22442,2MK,,,"Oct 22, 2019",,USA,"South Shore BMW, Rockland, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B22458,,9B22458,2MK,,,"Oct 22, 2019",,USA,"BMW of Reading, Reading, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C0XL9B22474,,9B22474,2MK,,,"Oct 22, 2019",,USA,"Classic BMW, Plano, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B22490,,9B22490,2MK,,,"Oct 22, 2019",,USA,"Enterprise BMW, Appleton, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C02L9B22498,,9B22498,2MK,,,"Oct 22, 2019",,USA,"BMW of Towson, Towson, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C07L9B22514,,9B22514,2MK,,,"Oct 22, 2019",,USA,"Long Beach BMW, Signal Hill, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B22530,,9B22530,2MK,,,"Oct 22, 2019",,USA,"Competition BMW of Smithtown, Saint James, US",,,,,,,,
300 - Alpine White,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C09L9B22546,,9B22546,2MK,,,"Oct 22, 2019",,USA,"BMW of Grapevine, Grapevine, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C07L9B22562,,9B22562,2MK,,,"Oct 22, 2019",,USA,"Classic BMW, Plano, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C04L9B23491,,9B23491,2MK,,,"Oct 22, 2019",,USA,"BMW of Milwaukee North, Milwaukee, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B23499,,9B23499,2MK,,,"Oct 22, 2019",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
C1N - Sunstone Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C04L9B23507,,9B23507,2MK,,,"Oct 22, 2019",,USA,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C02L9B23523,,9B23523,2MK,,,"Oct 22, 2019",,USA,"BMW of Toledo, Toledo, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B23531,,9B23531,2MK,,,"Oct 22, 2019",,USA,"BMW of Sudbury, Sudbury, US",,,,,,,,
C1N - Sunstone Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C06L9B23539,,9B23539,2MK,,,"Oct 22, 2019",,USA,"Chapman BMW, Chandler, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B23547,,9B23547,2MK,,,"Oct 22, 2019",,USA,"Elite BMW, Ottawa, CA",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C03L9B23563,,9B23563,2MK,,,"Oct 22, 2019",,USA,"BMW Royal Oak, Calgary, CA",,,,,,,,
