EXTERIOR,Development code,INTERIOR,Year,VIN,,,,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C0XL9B80567,,9B80567,2MK,,,"Dec 9, 2019",,USA,"Crown BMW, Greensboro, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C09L9B80589,,9B80589,2MK,,,"Dec 9, 2019",,USA,"Habberstad BMW, Huntington Station, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B80610,,9B80610,2MK,,,"Dec 9, 2019",,USA,"Fields BMW of Daytona, Daytona Beach, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B80621,,9B80621,2MK,,,"Dec 9, 2019",,USA,"South Motors BMW, Miami, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C00L9B80643,,9B80643,2MK,,,"Dec 9, 2019",,USA,"Irvine BMW, Irvine, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C03L9B80653,,9B80653,2MK,,,"Dec 9, 2019",,USA,"BMW of Atlantic City, Egg Harbor Township, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C08L9B80664,,9B80664,2MK,,,"Dec 9, 2019",,USA,"Irvine BMW, Irvine, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B80686,,9B80686,2MK,,,"Dec 9, 2019",,USA,"BMW Seattle, Seattle, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C01L9B80697,,9B80697,2MK,,,"Dec 9, 2019",,USA,"BMW of Toledo, Toledo, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C07L9B80719,,9B80719,2MK,,,"Dec 9, 2019",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C08L9B80731,,9B80731,2MK,,,"Dec 9, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C00L9B80741,,9B80741,2MK,,,"Dec 9, 2019",,USA,"Burdick BMW, Cicero, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C08L9B80762,,9B80762,2MK,,,"Dec 9, 2019",,USA,"BMW of Silver Spring, Silver Spring, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C04L9B80774,,9B80774,2MK,,,"Dec 9, 2019",,USA,"Isringhausen Imports, Springfield, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C09L9B81886,,9B81886,2MK,,,"Dec 9, 2019",,USA,"BMW of Atlantic City, Egg Harbor Township, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B81898,,9B81898,2MK,,,"Dec 9, 2019",,USA,"BMW of Akron, Akron, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C06L9B81909,,9B81909,2MK,,,"Dec 9, 2019",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B81921,,9B81921,2MK,,,"Dec 9, 2019",,USA,"BMW of Minnetonka, Minnetonka, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B81933,,9B81933,2MK,,,"Dec 9, 2019",,USA,"Motorwerks BMW, Bloomington, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B81952,,9B81952,2MK,,,"Dec 9, 2019",,USA,"Herb Chambers BMW, Charlestown, US",,,,,,,,
,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B81964,,9B81964,2MK,,,"Dec 9, 2019",,USA,"BMW of Grapevine, Grapevine, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B81985,,9B81985,2MK,,,"Dec 9, 2019",,USA,"South Bay BMW, Torrance, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B81995,,9B81995,2MK,,,"Dec 9, 2019",,USA,"Habberstad BMW, Huntington Station, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C04L9B82007,,9B82007,2MK,,,"Dec 9, 2019",,USA,"BMW of Manhattan, New York, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C07L9B82017,,9B82017,2MK,,,"Dec 9, 2019",,USA,"BMW of Bridgeport, Bridgeport, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B82039,,9B82039,2MK,,,"Dec 10, 2019",,USA,"South Shore BMW, Rockland, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B82061,,9B82061,2MK,,,"Dec 10, 2019",,USA,"Park Avenue BMW, Rochelle Park, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C04L9B82072,,9B82072,2MK,,,"Dec 10, 2019",,USA,"BMW of Westlake, Cuyahoga, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B82083,,9B82083,2MK,,,"Dec 10, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C03L9B82094,,9B82094,2MK,,,"Dec 10, 2019",,USA,"BMW of Lincoln, Lincoln, US",,,,,,,,
C3G - Toronto Red Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C04L9B82105,,9B82105,2MK,,,"Dec 10, 2019",,USA,"BMW Santa Barbara, Santa Barbara, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B82138,,9B82138,2MK,,,"Dec 10, 2019",,USA,"Taylor BMW, Evans, US",,,,,,,,
300 - Alpine White,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C09L9B82150,,9B82150,2MK,,,"Dec 10, 2019",,USA,"Fields BMW, Winter Park, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B82161,,9B82161,2MK,,,"Dec 10, 2019",,USA,"Motorwerks BMW, Bloomington, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C08L9B82172,,9B82172,2MK,,,"Dec 10, 2019",,USA,"Perillo BMW, Inc., Chicago, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B82205,,9B82205,2MK,,,"Dec 10, 2019",,USA,"Rallye BMW, Westbury, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B82223,,9B82223,2MK,,,"Dec 10, 2019",,USA,"Rallye BMW, Westbury, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B82236,,9B82236,2MK,,,"Dec 10, 2019",,USA,"BMW of Pittsburgh, Pittsburgh, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B82258,,9B82258,2MK,,,"Dec 10, 2019",,USA,"Hilton Head BMW, Bluffton, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B82269,,9B82269,2MK,,,"Dec 10, 2019",,USA,"BMW of Cincinnati North, Cincinnati, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B82280,,9B82280,2MK,,,"Dec 10, 2019",,USA,"BMW of Austin, Austin, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C05L9B82291,,9B82291,2MK,,,"Dec 10, 2019",,USA,"BMW of Bend, 2142, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C00L9B82313,,9B82313,2MK,,,"Dec 10, 2019",,USA,"BMW of Anchorage, Anchorage, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C05L9B82324,,9B82324,2MK,,,"Dec 10, 2019",,USA,"BMW of Bloomfield, Bloomfield, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C0XL9B82335,,9B82335,2MK,,,"Dec 10, 2019",,USA,"BMW of Brooklyn, Brooklyn, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B82357,,9B82357,2MK,,,"Dec 10, 2019",,USA,"BMW of Brooklyn, Brooklyn, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B82368,,9B82368,2MK,,,"Dec 10, 2019",,USA,"Plaza Motor Company, Creve Coeur, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B82379,,9B82379,2MK,,,"Dec 10, 2019",,USA,"BMW North Scottsdale, Phoenix, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B82401,,9B82401,2MK,,,"Dec 10, 2019",,USA,"Roadshow BMW/MINI, Cordova, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C02L9B82412,,9B82412,2MK,,,"Dec 10, 2019",,USA,"Bill Jacobs BMW/MINI, Naperville, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C06L9B82445,,9B82445,2MK,,,"Dec 10, 2019",,USA,"Ferman BMW/Ferman MINI of Tampa Bay, Palm Harbor, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B82456,,9B82456,2MK,,,"Dec 10, 2019",,USA,"BMW of South Austin, Austin, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C05L9B82467,,9B82467,2MK,,,"Dec 10, 2019",,USA,"BMW of Raleigh, Raleigh, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C04L9B82489,,9B82489,2MK,,,"Dec 10, 2019",,USA,"Perillo BMW, Inc., Chicago, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B82500,,9B82500,2MK,,,"Dec 10, 2019",,USA,"Vista BMW, Coconut Creek, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C04L9B82511,,9B82511,2MK,,,"Dec 10, 2019",,USA,"BMW of Fort Myers, Fort Myers, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C07L9B82521,,9B82521,2MK,,,"Dec 10, 2019",,USA,"BMW of San Luis Obispo, San Luis Obispo, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B82532,,9B82532,2MK,,,"Dec 10, 2019",,USA,"BMW of Monrovia, Monrovia, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C07L9B82552,,9B82552,2MK,,,"Dec 10, 2019",,USA,"BMW of Fort Myers, Fort Myers, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B82564,,9B82564,2MK,,,"Dec 10, 2019",,USA,"Irvine BMW, Irvine, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B82576,,9B82576,2MK,,,"Dec 10, 2019",,USA,"BMW of Barrington, Barrington, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B82599,,9B82599,2MK,,,"Dec 10, 2019",,USA,"BMW of Raleigh, Raleigh, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B82610,,9B82610,2MK,,,"Dec 10, 2019",,USA,"International Autos/MINI, West Allis, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B82631,,9B82631,2MK,,,"Dec 10, 2019",,USA,"The BMW Store/Cincinnati MINI, Cincinnati, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C08L9B83564,,9B83564,2MK,,,"Dec 10, 2019",,USA,"BMW of Bellevue, Bellevue, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C02L9B83575,,9B83575,2MK,,,"Dec 10, 2019",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B83597,,9B83597,2MK,,,"Dec 10, 2019",,USA,"Hendrick BMW, Charlotte, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C04L9B83609,,9B83609,2MK,,,"Dec 10, 2019",,USA,"BMW of Austin, Austin, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C06L9B83630,,9B83630,2MK,,,"Dec 11, 2019",,USA,"BMW of Fort Lauderdale, Fort Lauderdale, US",,,,,,,,
C3G - Toronto Red Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C02L9B83642,,9B83642,2MK,,,"Dec 11, 2019",,USA,"Bobby Rahal BMW of South Hills, Canonsburg, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B83652,,9B83652,2MK,,,"Dec 11, 2019",,USA,"BMW of Louisville, Louisville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B83663,,9B83663,2MK,,,"Dec 11, 2019",,USA,"BMW of Oyster Bay, Oyster Bay, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C09L9B83685,,9B83685,2MK,,,"Dec 11, 2019",,USA,"BMW of Pittsburgh, Pittsburgh, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C03L9B83696,,9B83696,2MK,,,"Dec 11, 2019",,USA,"Autogermana, Inc., Hato Rey, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C04L9B83707,,9B83707,2MK,,,"Dec 11, 2019",,USA,"BMW of Fort Walton Beach, Fort Walton Beach, US",,,,,,,,
C3G - Toronto Red Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C03L9B83729,,9B83729,2MK,,,"Dec 11, 2019",,USA,"BMW of Bloomfield, Bloomfield, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C02L9B83740,,9B83740,2MK,,,"Dec 11, 2019",,USA,"Sandy Sansing BMW, Pensacola, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C05L9B83764,,9B83764,2MK,,,"Dec 11, 2019",,USA,"BMW of Brooklyn, Brooklyn, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C06L9B83773,,9B83773,2MK,,,"Dec 11, 2019",,USA,"Rallye BMW, Westbury, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C00L9B83784,,9B83784,2MK,,,"Dec 11, 2019",,USA,"BMW of Las Vegas, Las Vegas, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B83807,,9B83807,2MK,,,"Dec 11, 2019",,USA,"Valencia BMW, Valencia, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C00L9B83817,,9B83817,2MK,,,"Dec 11, 2019",,USA,"Grayson BMW, Knoxville, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B83828,,9B83828,2MK,,,"Dec 11, 2019",,USA,"BMW of Ann Arbor, Ann Arbor, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B83850,,9B83850,2MK,,,"Dec 11, 2019",,USA,"Autogermana, Inc., Hato Rey, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B83861,,9B83861,2MK,,,"Dec 11, 2019",,USA,"United BMW, Alpharetta, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C00L9B83882,,9B83882,2MK,,,"Dec 11, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C3G - Toronto Red Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C06L9B83904,,9B83904,2MK,,,"Dec 11, 2019",,USA,"BMW of Wilmington, Wilmington, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C00L9B83915,,9B83915,2MK,,,"Dec 11, 2019",,USA,"Erhard BMW of Farmington Hills, Farmington Hills, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B83937,,9B83937,2MK,,,"Dec 11, 2019",,USA,"Critz BMW, Savannah, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C04L9B83948,,9B83948,2MK,,,"Dec 11, 2019",,USA,"Open Road BMW, Edison, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B83959,,9B83959,2MK,,,"Dec 11, 2019",,USA,"Steve Thomas BMW, Camarillo, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C02L9B83981,,9B83981,2MK,,,"Dec 11, 2019",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C06L9B84003,,9B84003,2MK,,,"Dec 11, 2019",,USA,"Karl Knauz Motors, Lake Bluff, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B84014,,9B84014,2MK,,,"Dec 11, 2019",,USA,"Germain BMW of Naples, Naples, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B84025,,9B84025,2MK,,,"Dec 11, 2019",,USA,"BMW of West Houston, Houston, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C04L9B84047,,9B84047,2MK,,,"Dec 11, 2019",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B84058,,9B84058,2MK,,,"Dec 11, 2019",,USA,"BMW of Monrovia, Monrovia, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C03L9B84069,,9B84069,2MK,,,"Dec 11, 2019",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B84091,,9B84091,2MK,,,"Dec 11, 2019",,USA,"Tulley BMW, Nashua, US",,,,,,,,
,,,2020,,,9B84102,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B84113,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B84124,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B84146,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B84157,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B84168,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B84190,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B84201,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85133,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85144,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85155,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85177,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85188,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85210,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85221,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85232,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85254,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85265,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85276,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85298,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85309,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85331,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85342,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85353,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85375,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85386,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85397,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85408,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85430,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85441,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85451,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85473,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85495,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85517,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85528,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85550,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85561,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85572,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85594,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85605,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85627,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85638,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85649,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85671,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85682,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85693,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85715,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85726,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85748,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85759,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B85770,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87628,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87639,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87650,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87672,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87694,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87718,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87727,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87738,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87760,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87771,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87793,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87804,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87826,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87837,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87859,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87870,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87881,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87903,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87914,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87934,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87946,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87956,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87978,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B87989,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B88000,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B88022,,,,"Dec 1, 2019",,,,,,,,,,,
,,,2020,,,9B88033,,,,"Dec 1, 2019",,,,,,,,,,,
